tree.num,q01.sim,q10.sim,pSpec.sim,lambda.sim,ntaxa
104,0.447747698286548,0.447747698286548,1.72828730987385,0.387882199604064,23
105,0.582167517160997,0.582167517160997,1.99834823235869,0.778484870214015,30
106,0.381111150141805,0.381111150141805,1.51380711141974,0.380638237576932,96
107,0.599916867911816,0.599916867911816,0.947165739256889,0.398002462461591,90
108,0.113467738032341,0.113467738032341,0.61730885785073,0.122755045071244,74
109,0.723215370438993,0.723215370438993,1.29997052811086,0.668028114829212,27
110,0.025194487767294,0.025194487767294,0.714618164580315,0.88947120308876,44
111,0.582713639596477,0.582713639596477,1.33589236717671,0.490313739981502,67
112,0.0627637598663568,0.0627637598663568,0.682397363707423,1.25403425004333,69
113,0.833715269574896,0.833715269574896,0.497696798294783,0.793239954393357,51
114,0.604911550180987,0.604911550180987,1.18354028137401,1.2911460949108,77
115,0.455456783529371,0.455456783529371,1.27902475511655,0.397009587846696,48
116,0.615184840746224,0.615184840746224,0.53279155632481,1.0940080890432,56
117,0.611271978355944,0.611271978355944,1.22596277017146,0.608214012347162,67
118,0.343283105641603,0.343283105641603,0.973552471026778,1.90022184513509,53
119,0.302745963446796,0.302745963446796,1.98396446509287,0.537048168946058,54
120,0.404445265186951,0.404445265186951,0.384200524538755,1.89713524235412,42
121,0.926633360562846,0.926633360562846,0.955188437830657,1.12342336215079,74
122,0.931058892048895,0.931058892048895,0.163240997120738,1.02543720463291,29
123,0.498003006912768,0.498003006912768,0.365936825517565,1.02071029087529,50
124,0.600315241608769,0.600315241608769,1.239070919808,0.835687651764601,56
125,0.4088926599361,0.4088926599361,1.37435117876157,0.870885622221977,37
126,0.934598825639114,0.934598825639114,1.70078184176236,0.535153094679117,41
127,0.877920873695984,0.877920873695984,1.09545482695103,0.904807210434228,17
128,0.98875891068019,0.98875891068019,0.269929964095354,0.51393369724974,16
129,0.628047055797651,0.628047055797651,0.080893219448626,1.97770911315456,37
130,0.271861515706405,0.271861515706405,0.450638942420483,0.567418212071061,36
131,0.632819994352758,0.632819994352758,0.373319703154266,1.09792857524008,76
132,0.570309888804331,0.570309888804331,1.08355415752158,0.577890690416098,90
133,0.450617855181918,0.450617855181918,0.783958569634706,1.76078213285655,37
134,0.848206319846213,0.848206319846213,0.873347904998809,0.84102874994278,34
135,0.762102688662708,0.762102688662708,1.65067340247333,0.491632701363415,11
136,0.746029441943392,0.746029441943392,1.26347941532731,0.632363669574261,15
137,0.397479825885966,0.397479825885966,0.773452458903193,1.49732219288126,20
138,0.805542849004269,0.805542849004269,1.43128676945344,0.235637198667973,29
139,0.513927383115515,0.513927383115515,1.12422925559804,1.90173456491902,74
140,0.558745701797307,0.558745701797307,1.8287093648687,0.595189659390599,37
141,0.00321771064773202,0.00321771064773202,1.75375593965873,1.60036822082475,42
142,0.501136510167271,0.501136510167271,1.88795438176021,0.952620500698686,83
143,0.613771091913804,0.613771091913804,1.55676707625389,0.662682933732867,29
144,0.868645352311432,0.868645352311432,1.49550413060933,1.62848659139127,72
145,0.938682942185551,0.938682942185551,1.34160809358582,0.401900395285338,29
146,0.0509761455468833,0.0509761455468833,1.23290650872514,1.49662040639669,56
147,0.458613523980603,0.458613523980603,0.517199145630002,0.714790196623653,93
148,0.578174743335694,0.578174743335694,0.227362264413387,0.916376115754247,32
149,0.117738001048565,0.117738001048565,0.474329181015491,1.76664318470284,34
150,0.377765899524093,0.377765899524093,0.278597240801901,0.413812249898911,62
151,0.484980597160757,0.484980597160757,0.317705722525716,0.80923816235736,96
152,0.0408911465201527,0.0408911465201527,1.3276622206904,1.98207152448595,59
153,0.339814318809658,0.339814318809658,0.537665431387722,1.88336883857846,60
154,0.114879000931978,0.114879000931978,1.39671374252066,1.35046382760629,31
155,0.0402625917922705,0.0402625917922705,0.046228501945734,0.183661344461143,72
156,0.220617700833827,0.220617700833827,0.981868633534759,1.01096025435254,73
157,0.703142233658582,0.703142233658582,0.986477248370647,1.73994709597901,28
158,0.6732557117939,0.6732557117939,0.935848636552691,0.801532306242734,14
159,0.766705562127754,0.766705562127754,0.989466016180813,0.00235373806208372,75
160,0.673378943232819,0.673378943232819,0.697532148566097,1.12100471090525,40
161,0.10194957931526,0.10194957931526,1.64647031389177,0.305605695117265,63
162,0.0388593750540167,0.0388593750540167,0.601814646739513,0.990172842051834,69
163,0.971188708906993,0.971188708906993,0.876241802237928,0.921430345159024,87
164,0.858143988298252,0.858143988298252,0.597140371333808,0.879244890529662,46
165,0.246344259707257,0.246344259707257,1.62399040814489,0.963778873439878,93
166,0.0934602371416986,0.0934602371416986,0.935818267520517,1.74071155395359,28
167,0.394455019384623,0.394455019384623,0.139428909868002,0.37894745124504,58
168,0.689938932424411,0.689938932424411,1.84361124644056,0.963448669295758,13
169,0.193317050114274,0.193317050114274,1.92858111998066,0.59795301919803,75
170,0.671168289612979,0.671168289612979,1.27194619597867,1.83077851962298,72
171,0.812003608327359,0.812003608327359,1.36214308300987,0.919226531405002,80
172,0.789151202654466,0.789151202654466,0.19417120795697,0.379125279840082,13
173,0.388418075395748,0.388418075395748,1.05439979350194,1.06312099844217,69
174,0.935496880440041,0.935496880440041,0.389466059859842,0.281167446635664,45
175,0.0516441934742033,0.0516441934742033,0.0911315195262432,0.0581285846419632,52
176,0.58480375004001,0.58480375004001,1.16964232176542,0.363041818141937,28
177,0.183717099716887,0.183717099716887,0.648289544507861,1.97087683714926,95
178,0.763816039077938,0.763816039077938,0.746615798678249,0.770143205765635,65
179,0.749792775604874,0.749792775604874,0.418613825924695,0.345235140062869,29
180,0.970925191650167,0.970925191650167,1.91357277520001,1.84272378822789,17
181,0.510836781933904,0.510836781933904,0.0670070056803524,1.55100500117987,57
182,0.151945582358167,0.151945582358167,0.870858408510685,0.0924265440553427,16
183,0.615744013804942,0.615744013804942,1.65863140113652,1.00962647609413,91
184,0.675665616989136,0.675665616989136,1.79333572927862,1.51565042464063,27
185,0.487941295141354,0.487941295141354,1.80324375117198,1.31125919567421,11
186,0.218442439567298,0.218442439567298,1.97671941807494,1.65370073216036,13
187,0.308218372287229,0.308218372287229,1.9415806569159,0.589616185054183,98
188,0.944497470511124,0.944497470511124,0.1378707527183,0.589141155593097,80
189,0.45326819550246,0.45326819550246,0.301652763970196,1.95589775126427,44
190,0.670123921940103,0.670123921940103,1.55347797786817,0.106718035414815,90
191,0.263416241388768,0.263416241388768,1.73920019064099,1.85542053636163,71
192,0.652756614377722,0.652756614377722,1.63857371127233,1.80207651713863,60
193,0.265957879601046,0.265957879601046,1.73215564293787,1.93669500621036,75
194,0.836878876434639,0.836878876434639,0.469658963847905,1.3127670311369,20
195,0.0967692611739039,0.0967692611739039,0.861527826171368,1.42939980793744,49
196,0.864011513534933,0.864011513534933,0.284649594686925,1.85619754018262,36
197,0.649313994450495,0.649313994450495,0.744153447914869,0.908214814029634,76
198,0.71216093073599,0.71216093073599,1.39304288616404,0.572482567280531,62
199,0.699741946998984,0.699741946998984,0.608729317784309,1.42685429239646,51
200,0.264502295292914,0.264502295292914,0.299691032152623,1.46509946929291,97
201,0.13418848789297,0.13418848789297,1.54890250833705,0.845751071348786,52
202,0.871156491339207,0.871156491339207,0.183699886780232,0.310025279875845,67
203,0.960698398062959,0.960698398062959,0.979750120546669,0.71773044904694,94
204,0.548026199219748,0.548026199219748,1.18064821371809,1.67643176903948,65
205,0.68467631819658,0.68467631819658,1.3077067034319,1.11035787500441,82
206,0.943786951014772,0.943786951014772,1.04560081195086,0.353211044333875,23
207,0.723141909576952,0.723141909576952,0.123058134224266,1.08899968070909,42
208,0.799976505571976,0.799976505571976,0.000212671235203743,1.98065750719979,21
209,0.890755601925775,0.890755601925775,1.94529964588583,0.839608141686767,14
210,0.574156021000817,0.574156021000817,1.79044374171644,1.32633770769462,85
211,0.0728012772742659,0.0728012772742659,0.874839772935957,1.77626749500632,84
212,0.450491686118767,0.450491686118767,1.13666171068326,1.76446784520522,83
213,0.266471735201776,0.266471735201776,0.47450085170567,1.45987569075078,34
214,0.314785070484504,0.314785070484504,0.501952215563506,0.688169630244374,47
215,0.979304047301412,0.979304047301412,1.26430318271741,1.75551225850359,55
216,0.047601972008124,0.047601972008124,0.199441455304623,1.06841763155535,88
217,0.297917725285515,0.297917725285515,0.866517765447497,0.0906006307341158,51
218,0.91775395302102,0.91775395302102,0.232283716090024,1.00155487237498,70
219,0.907316877506673,0.907316877506673,1.48836833890527,0.285830690991133,25
220,0.733191467588767,0.733191467588767,1.34801012603566,1.90974204149097,55
221,0.327198040904477,0.327198040904477,1.96210555359721,1.43635566392913,96
222,0.419261446455494,0.419261446455494,1.9972704583779,1.67074127541855,42
223,0.879743897821754,0.879743897821754,1.59813793981448,0.474332597106695,94
224,0.998743335949257,0.998743335949257,1.66092849941924,1.824295590166,47
225,0.372560315066949,0.372560315066949,1.85839155968279,1.53328637685627,42
226,0.65024108113721,0.65024108113721,0.540753594599664,1.01966002723202,17
227,0.94278140203096,0.94278140203096,0.386310094036162,1.89747675089166,66
228,0.787910209503025,0.787910209503025,0.391500573605299,0.143117390573025,58
229,0.718779240734875,0.718779240734875,0.34594465047121,0.112347139976919,70
230,0.340286857681349,0.340286857681349,1.0700912210159,1.58229530742392,99
231,0.925735327182338,0.925735327182338,1.82489400543272,1.85573732946068,14
232,0.708317971555516,0.708317971555516,1.40117806615308,0.765260075218976,89
233,0.591649465961382,0.591649465961382,0.633675422519445,1.0949512720108,84
234,0.0414872353430837,0.0414872353430837,0.38135870359838,0.05168900731951,48
235,0.550232016015798,0.550232016015798,1.51412403443828,1.18422409379855,79
236,0.451360200764611,0.451360200764611,1.73024445632473,0.302807702217251,89
237,0.608103525824845,0.608103525824845,1.45685937441885,1.34347569337115,34
238,0.137491669971496,0.137491669971496,0.46003819257021,1.35240358393639,96
239,0.103887058794498,0.103887058794498,1.05262606497854,1.02128963544965,54
240,0.103553810855374,0.103553810855374,0.990558995399624,0.359974706079811,20
241,0.822998182382435,0.822998182382435,1.93095957394689,1.9973764596507,54
242,0.920120650436729,0.920120650436729,1.32241339422762,1.10314718354493,34
243,0.121941977413371,0.121941977413371,1.22785013075918,1.83851538226008,28
244,0.246186527656391,0.246186527656391,1.26274141017348,1.70354127045721,30
245,0.233003307599574,0.233003307599574,0.770549507811666,0.325722462497652,43
246,0.701846397249028,0.701846397249028,1.58008335996419,1.20048421109095,60
247,0.592892645392567,0.592892645392567,1.44810796389356,0.611419978551567,42
248,0.478720829589292,0.478720829589292,1.28355407621711,1.23871343629435,13
249,0.0792561734560877,0.0792561734560877,0.740742373280227,0.63161291833967,74
250,0.0379959174897522,0.0379959174897522,0.9627232006751,1.03228802513331,21
251,0.554997723782435,0.554997723782435,0.339300429448485,1.8886157986708,91
252,0.572022114880383,0.572022114880383,1.64178962819278,1.26812092261389,63
253,0.0740171619690955,0.0740171619690955,1.48809890681878,1.91944029508159,95
254,0.722771199420094,0.722771199420094,1.9607039145194,0.794534587301314,27
255,0.895548384170979,0.895548384170979,0.745561125688255,0.666540872305632,62
256,0.995446448214352,0.995446448214352,0.8616734277457,0.580754584632814,32
257,0.781728895381093,0.781728895381093,1.32108172401786,1.93574913265184,45
258,0.0831056656315923,0.0831056656315923,0.322980617638677,0.649496734142303,26
259,0.80108300363645,0.80108300363645,0.408926337957382,1.48121330840513,67
260,0.485768176848069,0.485768176848069,1.08910601912066,0.326940813101828,80
261,0.789018170908093,0.789018170908093,1.08182185702026,1.60909765167162,67
262,0.91061604837887,0.91061604837887,0.598733657971025,1.37593614961952,54
263,0.59030251391232,0.59030251391232,1.7840582979843,1.98233567550778,46
264,0.350409608101472,0.350409608101472,0.514610794372857,0.06091867107898,21
265,0.448542979545891,0.448542979545891,0.27825072221458,1.66462284186855,79
266,0.182663093321025,0.182663093321025,0.602477878797799,0.859067799523473,11
267,0.841477381065488,0.841477381065488,1.32720084348693,1.29863578593358,32
268,0.592932237545028,0.592932237545028,0.305529386736453,1.7023013047874,47
269,0.156305233249441,0.156305233249441,1.32893202127889,1.47957104677334,11
270,0.523852030048147,0.523852030048147,0.192402578424662,1.02142301481217,25
271,0.00967690581455827,0.00967690581455827,0.457775503396988,1.34106380259618,18
272,0.698279143311083,0.698279143311083,1.36152365291491,0.378234045580029,12
273,0.0506253147032112,0.0506253147032112,1.23779715970159,0.185515251476318,94
274,0.396653850097209,0.396653850097209,1.03664668416604,0.781557793263346,57
275,0.374858502065763,0.374858502065763,1.5344487382099,1.56181234447286,31
276,0.925807647407055,0.925807647407055,1.41922382870689,1.14927440928295,71
277,0.0297472628299147,0.0297472628299147,1.6497070719488,0.510313065256923,83
278,0.950466429116204,0.950466429116204,0.925822938792408,0.11831420706585,21
279,0.687020140932873,0.687020140932873,1.26757136965171,1.47542103054002,57
280,0.88031181669794,0.88031181669794,1.66573861148208,0.238303160760552,62
281,0.955107867019251,0.955107867019251,0.341488732490689,1.52885442739353,35
282,0.0393017586320639,0.0393017586320639,0.268200164660811,0.190686471294612,90
283,0.751332276500762,0.751332276500762,0.706278582569212,1.18683264218271,98
284,0.791367084253579,0.791367084253579,0.00172346318140626,0.939628365449607,37
285,0.734124054666609,0.734124054666609,1.16477573104203,0.916299088858068,20
286,0.397792058298364,0.397792058298364,0.326544706709683,0.0250616450794041,43
287,0.37348463293165,0.37348463293165,0.0518752136267722,1.37408217228949,95
288,0.631100948201492,0.631100948201492,1.95162302488461,1.61071965750307,93
289,0.387303692288697,0.387303692288697,1.39399668108672,0.203891325276345,34
290,0.238076315494254,0.238076315494254,0.0595784103497863,1.68665303941816,31
291,0.948879609815776,0.948879609815776,1.10865622851998,0.164145515300333,51
292,0.235740378964692,0.235740378964692,0.87372117722407,1.93837706092745,40
293,0.876969972625375,0.876969972625375,0.0444123172201216,1.58477785112336,30
294,0.195038930512965,0.195038930512965,1.7409750954248,1.05439403699711,55
295,0.535216041374952,0.535216041374952,1.00334326596931,1.55141480686143,85
296,0.261779432883486,0.261779432883486,0.799919459968805,1.29985136911273,86
297,0.62402477231808,0.62402477231808,0.879187365528196,1.22916516428813,92
298,0.1192198372446,0.1192198372446,0.97085890872404,0.476041416171938,50
299,0.690907669486478,0.690907669486478,0.988831979222596,0.785144055727869,69
300,0.455781732220203,0.455781732220203,1.79031539428979,0.524812273681164,58
301,0.310008279979229,0.310008279979229,1.77947992272675,0.979147990234196,93
302,0.953782465541735,0.953782465541735,0.0365252522751689,1.98474738234654,91
303,0.666593926725909,0.666593926725909,0.344793349970132,0.536686928477138,86
304,0.730058229994029,0.730058229994029,0.473283179569989,0.442912592086941,12
305,0.118000046350062,0.118000046350062,1.4372173869051,0.0426471899263561,33
306,0.141013814602047,0.141013814602047,0.803372767288238,0.684340813197196,39
307,0.48606564453803,0.48606564453803,0.273564810398966,1.08075235318393,22
308,0.681926361052319,0.681926361052319,0.665258134249598,0.647283445578068,86
309,0.0471107268240303,0.0471107268240303,0.220906666014344,0.143710731063038,53
310,0.645786327775568,0.645786327775568,1.28104514675215,1.31827176688239,45
311,0.145473687211052,0.145473687211052,0.157692489679903,0.802298925817013,20
312,0.502792823826894,0.502792823826894,0.7590257441625,1.96534771099687,56
313,0.689768656389788,0.689768656389788,0.0342667805962265,0.0117575414478779,52
314,0.637730226852,0.637730226852,0.614700539503247,0.029558521695435,21
315,0.830374628771096,0.830374628771096,0.169197788927704,1.39605295145884,70
316,0.993064948823303,0.993064948823303,0.679346968885511,0.596161255612969,17
317,0.265642253216356,0.265642253216356,0.727456617169082,0.385920117609203,22
318,0.417070071678609,0.417070071678609,0.396307691466063,1.10987381916493,68
319,0.626233228482306,0.626233228482306,0.281814714428037,1.50490768998861,59
320,0.571717866696417,0.571717866696417,1.15917091816664,0.787869171705097,34
321,0.629319925792515,0.629319925792515,1.63932688487694,0.977622913662344,13
322,0.289959185291082,0.289959185291082,1.08349206997082,0.247818906791508,46
323,0.434625989291817,0.434625989291817,1.68536104355007,1.8976441710256,88
324,0.167901771841571,0.167901771841571,0.868710234295577,0.943911831825972,66
325,0.55998009047471,0.55998009047471,1.22681459086016,0.169018171261996,12
326,0.623006501235068,0.623006501235068,1.37715606531128,1.00339192943648,48
327,0.221496621146798,0.221496621146798,0.918080849573016,1.93541765864938,72
328,0.672300131991506,0.672300131991506,1.57718226173893,1.31261376477778,57
329,0.628986200783402,0.628986200783402,1.02571296133101,0.527708717156202,40
330,0.174908108077943,0.174908108077943,1.67313668224961,0.805646022316068,17
331,0.438554890220985,0.438554890220985,0.788205551449209,1.59464820614085,98
332,0.489029672928154,0.489029672928154,1.38231082772836,0.939986464101821,18
333,0.00288866669870913,0.00288866669870913,1.46761664422229,1.03963155113161,29
334,0.235066559631377,0.235066559631377,1.07174256630242,1.68131534615532,37
335,0.539862690260634,0.539862690260634,0.460375957656652,1.59819604177028,82
336,0.857437901431695,0.857437901431695,1.71330341417342,1.13162013888359,18
337,0.813897625543177,0.813897625543177,0.639548926148564,1.14566594129428,11
338,0.165823993273079,0.165823993273079,0.713703738059849,1.36174171976745,48
339,0.944214302580804,0.944214302580804,1.09591383533552,1.98448389815167,41
340,0.32279349048622,0.32279349048622,1.42372427834198,1.80421440862119,11
341,0.508952173404396,0.508952173404396,0.390337963588536,1.11198235629126,10
342,0.608685021754354,0.608685021754354,0.718296359758824,0.208820529747754,45
343,0.410855441587046,0.410855441587046,1.63339121779427,0.358117389027029,85
344,0.0927902760449797,0.0927902760449797,0.191989554557949,1.71268382994458,99
345,0.568862459156662,0.568862459156662,0.61306572239846,0.66168621648103,15
346,0.373113855719566,0.373113855719566,1.65059270150959,1.81457675481215,44
347,0.192073347512633,0.192073347512633,0.906664168462157,1.57250253809616,42
348,0.0789433042518795,0.0789433042518795,0.581046803388745,1.36435566237196,42
349,0.390518391272053,0.390518391272053,1.80980403115973,0.30756629537791,94
350,0.254734193440527,0.254734193440527,0.785926766227931,0.551183447241783,80
351,0.991517593851313,0.991517593851313,0.917446821928024,1.02254311228171,19
352,0.159783293260261,0.159783293260261,0.934396486729383,1.22033560136333,29
353,0.931511375820264,0.931511375820264,0.123596518766135,1.55836067395285,77
354,0.247419320745394,0.247419320745394,0.376783126499504,1.67515527736396,39
355,0.203918069601059,0.203918069601059,0.194981990847737,0.662010223604739,12
356,0.625981124816462,0.625981124816462,1.28816460026428,0.431559460237622,72
357,0.143131172051653,0.143131172051653,1.55215998180211,0.597115527838469,43
358,0.271490249782801,0.271490249782801,0.572267215698957,1.9192126034759,73
359,0.924542390741408,0.924542390741408,1.42418442340568,0.280414240900427,67
360,0.115985589101911,0.115985589101911,1.84789543412626,0.549452031962574,61
361,0.930865037953481,0.930865037953481,1.073189873714,0.683267529588193,70
362,0.166289654793218,0.166289654793218,0.191880372352898,1.85372457234189,92
363,0.708093819208443,0.708093819208443,1.1153955059126,0.902740099932998,81
364,0.238584701437503,0.238584701437503,1.17154016811401,0.87616919586435,43
365,0.831252883188426,0.831252883188426,0.376320199109614,0.977841310203075,12
366,0.918487079208717,0.918487079208717,1.16297185886651,0.505565917119384,69
367,0.945692511973903,0.945692511973903,0.0102337943390012,1.68227292876691,89
368,0.165214623324573,0.165214623324573,0.784850555937737,1.52874704124406,88
369,0.634830178925768,0.634830178925768,0.813259026035666,1.68044173764065,68
370,0.720059846993536,0.720059846993536,0.313925215508789,1.23105775332078,40
371,0.825883727055043,0.825883727055043,0.545504403300583,0.0649693356826901,41
372,0.160720424959436,0.160720424959436,1.11454948829487,1.51563884830102,46
373,0.151214153738692,0.151214153738692,1.60339931910858,0.563926406670362,59
374,0.964452682761475,0.964452682761475,1.83842952596024,1.26436378015205,57
375,0.481967030325904,0.481967030325904,1.68766289949417,1.02019965695217,14
376,0.0683869977947325,0.0683869977947325,1.0095467781648,0.569903766270727,15
377,0.809113939059898,0.809113939059898,1.12357455072924,1.416534463875,30
378,0.544774762354791,0.544774762354791,1.95950936339796,1.85235439846292,40
379,0.803366421721876,0.803366421721876,1.57814064668491,0.995760477613658,14
380,0.266070754500106,0.266070754500106,1.81860438082367,0.555042603053153,97
381,0.144727861974388,0.144727861974388,0.0435214131139219,1.06886960985139,20
382,0.954188950359821,0.954188950359821,1.79940340342,0.973547632340342,88
383,0.172914282884449,0.172914282884449,1.94466512138024,1.85823818622157,26
384,0.566555821802467,0.566555821802467,0.598812649026513,1.96568042598665,14
